accession,length,host,definition,note,isolation_source,host_raw,ref_titles,record_categories,record_evidence,study_categories,study_evidence,subtype,st_source
OP716132.1,286,Homo sapiens,"Blastocystis sp. isolate 227 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716131.1,286,Homo sapiens,"Blastocystis sp. isolate 216 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716130.1,286,Homo sapiens,"Blastocystis sp. isolate 213.5 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716129.1,293,Homo sapiens,"Blastocystis sp. isolate 213.3 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST10,barcode_mapping
OP716128.1,294,Homo sapiens,"Blastocystis sp. isolate 213.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST14,barcode_mapping
OP716127.1,289,Homo sapiens,"Blastocystis sp. isolate 210 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716126.1,294,Homo sapiens,"Blastocystis sp. isolate 209 small subunit ribosomal RNA gene, partial sequence",subtype: ST8,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST8,barcode_mapping
OP716125.1,300,Homo sapiens,"Blastocystis sp. isolate 191.2 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716124.1,289,Homo sapiens,"Blastocystis sp. isolate 191.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716123.1,289,Homo sapiens,"Blastocystis sp. isolate 188 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716122.1,286,Homo sapiens,"Blastocystis sp. isolate 186 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716121.1,286,Homo sapiens,"Blastocystis sp. isolate 185 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716120.1,286,Homo sapiens,"Blastocystis sp. isolate 184 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716119.1,289,Homo sapiens,"Blastocystis sp. isolate 182 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716118.1,289,Homo sapiens,"Blastocystis sp. isolate 181 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716117.1,289,Homo sapiens,"Blastocystis sp. isolate 165 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST1,barcode_mapping
OP716116.1,296,Homo sapiens,"Blastocystis sp. isolate 154 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716115.1,302,Homo sapiens,"Blastocystis sp. isolate 126 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716114.1,277,Homo sapiens,"Blastocystis sp. isolate 123 small subunit ribosomal RNA gene, partial sequence",subtype: ST6,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST6,barcode_mapping
OP716113.1,296,Homo sapiens,"Blastocystis sp. isolate 111.3 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST26,barcode_mapping
OP716112.1,296,Homo sapiens,"Blastocystis sp. isolate 111.2 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716111.1,286,Homo sapiens,"Blastocystis sp. isolate 111.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716110.1,299,Homo sapiens,"Blastocystis sp. isolate 110 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716109.1,286,Homo sapiens,"Blastocystis sp. isolate 105 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716108.1,293,Homo sapiens,"Blastocystis sp. isolate 93 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST42,barcode_mapping
OP716107.1,293,Homo sapiens,"Blastocystis sp. isolate 86 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST10,barcode_mapping
OP716106.1,299,Homo sapiens,"Blastocystis sp. isolate 81 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716105.1,294,Homo sapiens,"Blastocystis sp. isolate 77 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST10,barcode_mapping
OP716104.1,293,Homo sapiens,"Blastocystis sp. isolate 70.5 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST44,barcode_mapping
OP716103.1,286,Homo sapiens,"Blastocystis sp. isolate 70.2 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716102.1,296,Homo sapiens,"Blastocystis sp. isolate 70.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST26,barcode_mapping
OP716101.1,293,Homo sapiens,"Blastocystis sp. isolate 68 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST23,barcode_mapping
OP716100.1,286,Homo sapiens,"Blastocystis sp. isolate 63 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716099.1,294,Homo sapiens,"Blastocystis sp. isolate 62.2 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST14,barcode_mapping
OP716098.1,293,Homo sapiens,"Blastocystis sp. isolate 62.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST42,barcode_mapping
OP716097.1,300,Homo sapiens,"Blastocystis sp. isolate 60 small subunit ribosomal RNA gene, partial sequence",subtype: ST7,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST7,barcode_mapping
OP716096.1,294,Homo sapiens,"Blastocystis sp. isolate 53.3 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST10,barcode_mapping
OP716095.1,294,Homo sapiens,"Blastocystis sp. isolate 53.2 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST14,barcode_mapping
OP716094.1,286,Homo sapiens,"Blastocystis sp. isolate 53.1 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716093.1,296,Homo sapiens,"Blastocystis sp. isolate 49 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST26,barcode_mapping
OP716092.1,286,Homo sapiens,"Blastocystis sp. isolate 47 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716091.1,296,Homo sapiens,"Blastocystis sp. isolate 44 small subunit ribosomal RNA gene, partial sequence",subtype: ST14,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST26,barcode_mapping
OP716090.1,286,Homo sapiens,"Blastocystis sp. isolate 41 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716089.1,286,Homo sapiens,"Blastocystis sp. isolate 36 small subunit ribosomal RNA gene, partial sequence",subtype: ST3,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST3,barcode_mapping
OP716088.1,293,Homo sapiens,"Blastocystis sp. isolate 34.3 small subunit ribosomal RNA gene, partial sequence",subtype: ST10,,Homo sapiens,First Epidemiological Survey on the Prevalence and Subtypes Distribution of the Enteric Parasite Blastocystis sp. in Vietnam; Direct Submission,,,,,ST44,barcode_mapping
